,T10Y2Y,BAA10Y,T10YFF,TB3SMFFM,BAAFF,MORTGAGE30US,DFF,UNRATE,CPIAUCSL,WM2NS,T10Y3M,BAMLH0A0HYM2,DGS10,MSPUS,CORESTICKM159SFRBATL,WM1NS,GFDEGDQ188S,VIXCLS,BAMLHYH0A0HYM2TRIV,BAMLCC0A0CMTRIV,BAMLHE00EHYITRIV,BAMLHYH0A3CMTRIV,BAMLCC1A013YTRIV,BAMLCC0A1AAATRIV,MEDCPIM158SFRBCLE,MICH,EXPINF10YR,DPCCRV1Q225SBEA,PCETRIM12M159SFRBDAL,EXPINF2YR,EXPINF1YR,STICKCPIM157SFRBATL,EXPINF30YR,WUITWN
1999-12-14,-1.6556310692388212,-2.504747493078336,0.5341917650850526,2.0830727925630406,-0.511626436780773,0.7291735162819353,0.9167764166726802,-2.2461849168671635,1.6969002900319523,2.361787166299054,-1.0391755785792571,-0.5822389836639136,1.3800035697572306,1.5483619748746356,1.0451686219786116,1.8037365876132863,-0.7887715858628221,-0.08986709319520297,0.7079751246799263,0.5414641885588557,2.0392474658201794,-0.8076070554678474,1.8895597345097523,0.30991649939316956,1.0654454084254015,1.785796279610888,1.5803123550663227,1.5191321723528848,2.377682327710499,2.0817727207814514,2.032881602021576,0.07213706694262564,1.4833853028446797,-0.21800428286982018
2000-01-25,0.5805442641132295,-2.664430549817325,1.192298857155114,1.2622490569885145,-0.47191369111272113,2.0674982147340795,1.017735126695691,-1.4475514552865234,1.5561538947562679,1.2557837703567583,0.5206673549767825,-0.3473469857963388,2.458593796413975,1.081754008219204,2.6739039281708776,0.22724797018111648,-1.8690244194684504,0.03206143763434328,0.2962034282108552,-0.053589179299388875,1.8615087914992063,-0.8268913850043413,1.5901130094191878,-0.40040797353156304,2.330197031949658,1.2340515772018854,1.6217210474134727,1.6919539054460906,2.5056488712263256,1.4348125453937002,1.062842271530077,2.1368178896259336,1.6105097863846016,0.48136698312413645
2000-03-14,-2.537389696118541,0.4507106674197451,-1.1577160795927377,0.9259784340464813,-0.7848286526518959,1.2592018571994195,1.5180317644332224,-1.1935470284467848,2.2317207638925085,1.9890344701025928,-2.750611786830248,2.4630526524019913,0.4881193117254643,0.7261354744613292,2.2601973541111535,-0.4582105036413207,-1.5619982780569526,0.6710867001748152,0.45975636037344203,1.3337653171996837,2.1577358864450087,0.4836323971560601,2.095819177036564,1.4339526205978792,1.3637754277059118,2.4327007187249667,1.455981874192831,1.1399499438952345,2.493406179128224,1.6798878901038194,1.5832896822817601,0.7618300377995324,1.386220748356592,0.201119900075594
2000-05-09,-1.3719569478401932,1.1055671853482207,-0.15801679955528738,-1.4153461784144703,0.66159554567698,1.1543951978318296,1.0537691460080818,-0.33437085353738183,1.562761384931029,0.9702779210504195,-1.1492540623443306,1.7596479777650893,1.168401728544717,-0.4963258840161986,1.810415002303414,-0.8081653611317555,-2.266076882017286,2.0072427117891483,-1.7855563629689228,-1.4303792297387696,0.6154299125209479,-0.024196467165554476,1.1297011088056221,-0.36997051447654106,0.28614183488516765,0.1551180121394205,0.6436408784703435,-1.7030494656224056,1.3685864056599295,1.3468584156359733,1.47966366925798,0.6353550172787459,0.44251614375310006,-1.7367389783973333
2000-06-20,-1.164952851617033,0.8835895074703402,-1.8834151638116379,-2.7087927103683875,-2.0127404991179474,0.30652706921942174,1.646237839206561,-0.08515215080218058,1.7700116608731047,1.0033041029071377,-1.201835000707396,1.7153669497526296,-1.0406680238337769,-1.4662878298391302,1.8762759470866288,-0.5668001236056466,-1.432681294107528,-1.011950970278107,-0.3479603548475092,1.6400044227142727,-0.3844281143465165,-2.1401943462277724,2.2184711699469504,1.944536108120349,0.5807533330413975,-0.9433045006742835,1.0474924495718474,-1.4073321819094682,1.2413410494959503,2.3113449281918728,2.8561846308000725,0.12958782308408562,0.7403387604566358,-1.2761562682929097
2000-08-15,-1.151547934180413,0.9506989950684896,-1.6306136373931648,-0.19935749147824,-1.7651625778014453,-1.0054821535566607,1.273610175268802,1.3319606618257458,1.3936457596872975,1.41555199288105,-2.0604643212120664,1.3667542623770657,-1.7876907455300661,1.8731951344655031,1.9874554459919336,-1.2680470717165915,-1.1632915163268003,-1.7175256492366622,0.5431437509423823,2.3374576808408145,-1.9540318808866721,-1.4930952241433573,2.1260952583415675,2.2855844651830086,-0.37452046908361575,-2.367989174931294,-1.9371575428037286,0.35526552356372554,1.1546315388625092,-1.0823601084004697,-0.5659572159944661,0.8651605002417252,-1.9875272944161002,1.5479378278344844
2000-09-26,0.17168305164286748,0.9075982849948067,-1.0724013614591796,-0.4545614577268214,-0.9671671951674865,-1.7508779998881252,0.8137443312025651,-1.0048281602476177,1.643770148328203,0.8145329502592916,-1.2403781146396429,1.3943887743409002,-1.2049015045468303,1.28666024535224,1.5219922937610308,-1.6225651174520126,-0.8538087960706249,-0.1349870411687353,1.0251414244716628,1.8418245379983897,-2.123677341708681,-1.18935629183866,2.0652422558983132,1.7863545989303533,0.0921240177757772,-0.5087552702260845,-1.7464668298916333,0.41259453271174207,1.6010645945440418,-1.0361543012673973,-0.3413452925377893,-1.0579020509949502,-1.7833156429718635,1.1282911294521096
2000-11-08,1.7792397890904572,0.45407847050339945,-0.6892496903421553,0.6839001197645055,-0.6536816452883338,-1.7548631874646272,0.5821794520826129,-0.7244335369168825,1.6760615283995979,1.9206334433284127,-1.2569973335498483,2.485503034133093,-0.6127166033234333,1.7130957439789056,0.9318959475829727,-0.9190697577109798,-1.1837502899319063,0.900757735255514,-2.247714300542078,1.2187710734791313,-2.1856986693241156,-2.3969243139171983,1.4921201419820986,1.4416579498905089,-0.8746543714609419,-0.6517123786519187,-1.36203828083329,0.8688298475334317,1.904385120043868,-1.1546538523177592,-0.6916695996239072,-0.3798546701668714,-1.3565451027689943,1.5756050913680275
2000-12-12,1.0476251122176818,2.042421172107725,-1.4699204948697995,-0.8717806396447477,-0.946192726483998,-1.9548014542333763,-0.01261895296424796,-0.597973239767455,1.569046743948107,2.3205198305301673,-1.271505980124285,2.5834964317997566,-2.1683611864435046,1.255268786128454,1.2625045253811247,-1.0826518819171482,-1.4295418251770418,0.500629512476572,-2.181219298773596,1.7412928168577972,-1.9908136102382847,-2.831058571354095,1.6535904019395717,1.9759350270171663,1.2048444778235776,-1.0553989715646932,-1.5768188574071653,0.937759236973971,1.825790464649186,-0.9935592768829049,-0.2769261878042922,0.9909044874179594,-1.618363515739632,1.1887918692967814
2001-01-23,3.0,0.7122832518640596,0.07322375687408779,-1.6335176809937657,0.5857044861969469,-2.0601394394643124,-2.214560613536042,2.2776569247664953,1.867518875690982,1.737040722109768,0.9442016215814132,0.8542656361273794,-1.2684186872108807,0.1284466540145779,0.38667539060011175,-0.11471666907283398,0.6821261495596528,-0.3479969071212786,0.9050594635780125,1.9157445862404416,0.14380299739221053,-1.0141433094353178,1.953973318940355,1.7849379625275015,2.457993361704526,0.5239382124459603,-2.367834360825304,2.2866109027674235,1.5020349584278676,-2.2975470151997635,-1.9842099484868556,0.953017097944864,-2.35969805215493,0.4405769099641598
2001-03-13,1.6876313981148434,1.2866676476141496,0.6214979031803091,-2.033753171174997,1.5059816633666039,-1.5335678705559108,-1.8880687568133387,1.989974874213713,1.5781422466340318,2.3440139150031145,2.0194631529192915,0.183794685838757,-1.6402341564577327,-0.4315144665338811,0.8998270940268748,-0.23157471908238755,0.9659251526744637,1.2023543124702183,1.4091929111154955,1.9572121056684337,-0.2282541490284394,0.028069327260096956,1.9311975627371005,1.795153737375249,-0.2766769956646355,-0.7404399222181177,-1.8601913988480776,1.5801076974017476,0.8057690033325721,-2.530939964554146,-2.9898471205729353,0.29519439428303873,-1.7366354166800584,0.017225220636766604
2001-05-08,2.1403506730339483,0.12921392059426196,2.6756872588182423,0.24474840392236907,2.3919867371769397,-0.6129784462632228,-2.190280946589301,1.0591580985155862,2.0129300931221445,1.3265261316289974,2.4464377991194874,-0.08356939233900157,-0.31954079705538535,2.1097817798658896,1.8072415139022744,0.047185528983287164,-1.3072988378813175,-0.19208371396463908,0.7058576417696152,1.4665165490778669,-0.7812466258717616,-0.41753447108536895,1.7478631085217073,1.297792448028571,0.9232677867346689,1.7412932599559092,0.01231105131552702,-1.6195115223233483,1.5555815541592932,-0.33177255634586467,-0.2704318478932129,0.430862988023263,0.1182993856968981,-2.161168514963341
2001-06-19,1.6500993184819275,-0.1926312203466325,1.8281921818418694,0.8488277600006198,1.7930828632712403,-0.3702344833323081,-1.7772413836946672,1.5965854616315502,1.6781628019185515,1.4480285505126356,1.5963285904390863,0.33915653043000826,-0.07730181826449345,1.3929499853758942,2.2622651949494497,1.0334911018457653,-0.9707215018650208,-1.0216216200688042,-0.053116858763449855,1.4766751352445726,-2.33843025438099,-0.6684717955539884,1.685161680285484,1.3017874237834897,0.7380275279804599,0.18869938955845733,0.689565712672787,-1.2355235635673136,2.1595078833364867,0.04601798708412412,0.008748889622958169,2.8409307737366714,0.8528969075556482,-1.4457709381503068
2001-08-14,1.0556083359025255,0.7934948924350123,0.926224824672602,1.5448233649489351,1.074806181534094,-0.7478561258743524,-1.2232286103938972,2.4284952169183884,0.969290174157184,1.5524547359835583,0.8252418013922098,-0.2576629104409734,-1.1255298629237482,-0.35819019244898803,1.6566745952183626,0.5993145563627416,0.4284202748957402,-1.1385260669157011,0.6129172051991413,1.9671938330805783,-1.4557147853090266,0.27818849097394727,1.8174713929629878,1.970591294150687,1.1491787180912867,-1.0914325434696384,-0.034305736798280036,-1.4055611874198488,1.2910730769820384,-0.3230435326838558,-0.2661251088305726,1.7373172202366578,0.04178650708400144,0.31006369085771684
2001-09-25,2.382426258679096,3.0,1.0116403514441308,0.6254407926260609,1.6792555256733561,-2.263023122020056,-1.473786076250156,1.8868888770870165,1.497644656660199,1.748555377542416,1.620699640074767,3.0,-1.7826147340251381,-0.39798921391478953,1.871320588162203,1.8915848972714173,0.3717788701679871,2.38304876101116,-3.0,1.4400339869752603,-2.029339275187019,-3.0,2.0081617722205345,1.9226066100198458,-0.8757821294140108,-0.44118105095176435,0.5526430316725717,-1.0123365623453002,-0.9573701074081982,1.6352950822256662,2.024522421517612,0.0809221691008377,0.3847492801005774,0.5033747601163532
2001-10-30,2.0099986023588428,1.7025510653607927,0.9820320720795084,0.8257504110414667,1.3405808476089895,-2.0228358083242037,-1.5560964447949837,1.9126658089227881,0.6072731602394426,1.1453235728234836,1.398310571647017,1.8213176361031302,-2.1007064294629885,-0.8577643614921248,1.7754638325154164,1.1499891955024208,1.875175997835706,1.368706191719353,-1.1644448292447627,1.9888331687687562,-1.15506500483434,-1.6883464290146144,1.9289972551456391,2.37680382200249,1.7268873135213865,-2.6458358082435782,-1.2840004550356596,0.6604202826873136,-1.325918951081777,-1.505796943302445,-1.1639001942316594,0.443420824081098,-1.1574830988093041,-0.41129310361674304
2001-12-04,1.4826070273057266,0.7182888404724425,1.7546977037510036,1.4003139202984929,1.692279786282137,0.35903691285153755,-1.7355370844893756,2.1222008238907,0.0033172194551893395,1.9537128105838064,2.067722356575196,-0.05596643808042063,-0.9106831036707655,-0.9579283112961019,1.5538043832002304,1.8180296194459893,1.4719807633529163,-0.35261959262100095,0.6284364397087298,1.545416676334492,-0.27517154099203817,-0.35007774643351497,1.4875340583204992,1.6622668002845404,-1.6388581422748938,-0.5709087834201964,-0.19109579486209416,1.176024971549889,-2.8835216198091005,0.028454056003173127,0.47838915939309484,-1.8696901739782736,-0.18415551349629194,-0.20423507021124002
2002-01-22,1.1727748700174825,-0.41827783429908816,1.34353886243228,1.5853481998292331,1.0843312500958175,-0.48492818133407234,-1.2241996310252288,1.3363630925561487,0.5474984583490311,1.250273294603466,1.4265364071393325,-0.323389547545703,-0.06941759479696133,2.761137116352297,1.0375451288692126,0.6950017215086246,0.9422028391002303,-0.3011913780779254,0.7626868646384779,1.3471736296401775,0.25570566460051375,0.11249846132388172,1.365831782315669,1.3115150876748267,-0.7503851253863287,-0.23069332276655583,0.7687568995665844,-0.608922782585388,-2.2223600282093283,-0.5373609386148771,-0.9902612656532772,-0.7350041810297862,1.045239854374795,-1.8933539986784405
2002-03-12,0.17943627221167996,-1.0067842564547829,1.4683472212335134,1.9682980680541924,1.1900508009279007,-0.0781288924930805,-0.9999460657541981,0.967608595676538,2.6930661153604416,1.5629967671687583,1.265151390558425,-1.7162555404052904,1.5561295760685379,1.607500125418682,0.14596643770410725,0.10262653157598993,0.673630889316466,-1.1070554046350842,0.9231720499301719,0.21788349421391506,-0.5191745551759903,0.15766481380274505,0.6360418600469134,0.35176423113943994,-0.46614163607449594,0.9547113761015852,0.3143449869187844,-0.4613684770642314,-1.4524034676854685,-1.037821233464063,-1.3706032310472436,-2.291406135583619,0.6044370926855598,-1.426090739002338
2002-04-30,0.2942641153048018,-0.8057634412125433,0.6172609024299713,0.7471214035116217,0.4620479905283157,-0.003825003997941828,-0.504406247460978,1.2484400331599312,2.247114780772569,0.45019498512152273,0.6627072754077865,-1.6414193344069359,0.6213012100451184,0.9192325985092448,-0.3637586267691423,1.0099973490691436,1.5520379836266092,-0.5207776671464751,1.6042901106271066,0.7841054952735961,-0.06455854936638046,1.4439612479594497,1.3049644763467527,1.5745316530014315,-0.792540957704559,1.0241007897243624,1.763077437632877,1.534063093125775,-1.2792354496501912,1.008912820023805,0.4980576616690218,-0.46888496216674147,1.7681838064735436,-0.9757548388683825
2002-06-18,0.6590478416710305,0.3205792946419543,0.050154004631834496,0.3460494861464832,0.2424855655812703,-0.8153592979348835,-0.6093837018826699,0.7323144127875519,1.5626768760736132,1.4367563276158906,-0.14307523899697366,-0.15931165707308567,-0.47740764219266607,0.6044889484387219,-3.0,-0.1003937362487013,1.4873881370269424,0.29021002525914463,0.1530840730815328,2.682979968137981,-0.897426700003253,-1.5198101285967482,2.9055299869321733,2.7938575284459506,-0.8486933793103953,0.8708165523861072,0.21505735337887585,1.0830359094758597,-1.781591363378828,0.03149177821661525,-0.02856552659498005,-1.6055631036775655,0.23930847283750525,-0.7071067811865572
2002-08-06,2.801578409260346,2.2580041751753224,-2.2928979904821727,-1.3211608688312,-1.6364005944771596,-1.996606403601193,-0.1768917352218872,-0.751469149299051,1.8267660695861105,2.557983761253621,-2.3529002091183027,2.2945433704768017,-2.5126702273989845,-0.9688920973611674,-2.362546723924333,-0.6963122067673284,1.7590717550554313,3.0,-2.7816313974222497,1.0250792531972024,-2.3515504287594133,-2.5235147549548187,1.7504063946247153,2.367847728588723,-1.1256471331642215,0.4730765421934245,-3.0,0.6993617365452715,-1.4623531209469691,-2.1975207268023262,-1.0586016738689952,-0.2743170371489868,-2.9553998825402763,-0.40160966445126156
2002-09-17,2.801578409260346,2.2580041751753224,-2.2928979904821727,-1.3211608688312,-1.6364005944771596,-1.996606403601193,-0.1768917352218872,-0.751469149299051,1.8267660695861105,2.557983761253621,-2.3529002091183027,2.2945433704768017,-2.5126702273989845,-0.9688920973611674,-2.362546723924333,-0.6963122067673284,1.7590717550554313,3.0,-2.7816313974222497,1.0250792531972024,-2.3515504287594133,-2.5235147549548187,1.7504063946247153,2.367847728588723,-1.1256471331642215,0.4730765421934245,-3.0,0.6993617365452715,-1.4623531209469691,-2.1975207268023262,-1.0586016738689952,-0.2743170371489868,-2.9553998825402763,-0.40160966445126156
2002-10-30,2.125490367402391,2.009680520972768,-1.2153732447089771,-1.6467654627680008,-0.024034002440421653,-0.7555482577262058,-0.5486025415179456,-0.8729291363204489,1.5357196594327525,1.4834949331858973,-1.0006817508471848,1.4738905694322304,-1.2715116193137457,1.1535626842414772,-1.6770655152913794,1.6836305295311758,2.292483496005438,0.452852885987978,-1.2221177872794695,1.2442453658068466,-0.7188843560510174,-1.2532512250374903,1.5331368859486254,1.3797503714739983,-0.8296511870790751,-0.856485887284394,-1.703591460677038,-1.3086471840784981,-0.1499631897315543,-1.5449512766580251,-1.0933961451907284,0.2309364682632707,-1.712842921121199,2.7730227500715277
2002-12-03,1.224071471899701,0.24873856655562093,0.32232781434428304,0.590963203901906,0.9653620227387146,-0.9270416000862325,-2.8701228335102917,2.6675536106432043,1.8745877679097989,2.2619964849178062,0.26461866400689454,-0.1732327591871432,-0.5384705601932597,1.0746717528043526,-1.7356024671634025,3.0,1.6345281583502596,-0.06261799333514714,0.2537145757866267,1.651518226315423,0.8516029904419364,-0.006749731777365957,1.833991600485317,1.0973269600015307,2.4105858398620867,-0.8384479333423571,-0.6226843042065666,-1.5599120536660052,0.5317828668316987,-0.9616937655658138,-1.3008849143880477,-0.5672239015836612,-0.5746796346026587,1.7320508075689027
2003-01-21,1.8180196969499973,-0.2552377218149921,-0.020106652800164323,0.40745834557754534,-0.302311591344643,-1.0611828507895937,-1.1966844710001368,-8.989446118089912e-15,1.9348124052348015,1.3988043939420036,0.13997300568289314,-1.0253547174940523,-0.6620311071532801,0.2195556541950467,-1.2588472185933277,0.6664857105272145,0.9794055978099755,-0.427980689356516,1.4160186991634867,1.9561107124267603,2.2042615929659797,1.5796358915524766,2.090124035180516,1.4250710155486583,-0.7256525265476559,-0.5448831539817994,-0.6568274616912331,-1.5274063041999864,0.6439241524056453,-0.5545487547824302,-0.39243329755962225,0.13449225889096916,-0.6682836509656371,-0.7582875444051632
2003-03-11,0.5848563433947604,-0.6484864308033383,-0.6258396295673033,-0.5633549517995539,-1.350786611713592,-2.02938612859969,-1.1382834002913678,0.8081285179687332,2.010675353847799,1.8718579258852823,-0.577680868036112,-1.2307875177228838,-1.7274006288218131,0.2617526185076566,-1.588383297571765,0.27806512451948784,0.6575857606916669,0.37912626335325916,1.91433078904668,2.0168926163848973,1.4503148278370346,2.005331824374052,1.8414312421878332,2.0485792188062173,-2.8194459163437906,3.0,-1.3581379546925203,-1.0322016890478904,-1.7386440770345513,-1.450756074299693,-1.513557742770342,-2.562600816972337,-1.344184351965687,-0.7582875444051632
2003-04-29,1.1007738693050937,-2.1597162490082678,0.45367769427817445,-0.6367547681794686,-1.7148571586798405,-1.1387947558509663,-0.5708118744798251,1.2894256129991974,0.8660838991765457,1.1696344751943666,0.6478681180730153,-2.143412090206606,-0.04057226759570781,1.1239291425281568,-1.8518779460692572,1.8814310276723534,1.9600353193746585,-2.058804151094833,2.2563588757559327,1.7877325468944785,1.7967146429966503,2.359728729115659,1.6649055551886098,1.712325921444502,-1.9821940562349762,-0.8338149271191416,-0.9822752283712515,0.14245788799055056,-2.4868355110506384,-0.7708987181353438,-0.43357166825449006,-2.0842733589078914,-1.0014137727743682,2.503096410560599
2003-06-17,-1.5376253719010102,-1.1733648108473684,-1.9327629610620964,-2.7794957247730077,-2.0574582048429155,-2.5118086045624617,-0.41557332067132907,2.482137721202639,0.5061854900336064,2.111260652014254,-1.3697851036055866,-1.6531928394338593,-2.3616371831634555,1.0803010431870572,-1.859188548534065,1.329667477293857,1.5033187098428924,-1.4920725450266685,1.9134316809455827,2.009681209582568,1.8466424023934112,1.9279745923383624,1.702865143838116,2.090764783453505,-0.7929623826526727,-1.2716801016371693,-2.0358535565942115,1.1253408377935241,-2.0230404611727697,0.37053276901767107,2.563007670253056,-1.4448939405478625,-2.172247372150423,1.4311124685652263
2003-08-05,2.208504360334372,-1.5249557021040627,3.0,0.6950424550118702,1.3222382231541339,1.4856486607326702,-3.0,0.4902870425896862,2.049605515465657,2.2214312150033306,2.990175428793548,-1.491921865459824,2.1749024927639704,0.8985332129826978,-1.6446613056064516,1.7368641492516697,0.5455696642866972,-0.47207244848179486,0.9933713733198929,-0.015491867436096637,1.2672664797511841,1.2457631955798922,0.8351182447419557,-0.41856583453069224,0.7710190739263857,0.3106638866607075,1.2610981998480495,1.9057431501148383,-0.894654483207851,0.18800404282235794,-0.6402231750744298,-0.15855820759497427,1.3451634403144959,-0.34300005838211234
2003-09-08,1.9250531479398099,-1.6194828959353562,1.6984917082994495,0.899216160675367,0.7088916350762717,2.1393671789759034,-1.5820244581053413,0.38886000738764337,2.5267347329627254,1.7784303889411366,1.6993101069583232,-1.5728421000089414,1.4690262019404707,0.7722019017900217,-1.1749658835940218,0.08336390522053702,0.37460988909423965,-1.063937804697665,1.318072803315943,0.26059176337740975,1.5478523318899906,1.383151016590996,1.14958423164584,-0.15395052890657224,0.5137899354671588,1.0135677948454587,2.1404315808249663,1.3742804203052001,-1.0718133815114805,1.2460793377878128,0.12490466588087505,0.6359889714945326,2.158282904235771,-0.3386743338508068
